matchkey_skill_norm,example_original,freq_candidates,freq_jobs,freq_total,source,match_type,esco_uri,esco_preferred_label,similarity,best_candidate_below_threshold
intelligent agents,Intelligent agents,0,1,1,job,none,,,0.5522,business intelligence
trabajo colaborativo con equipos de ia y data,Trabajo colaborativo con equipos de IA y Data,0,1,1,job,none,,,0.3767,laboratory equipment
optimizacion de rendimiento,Optimización de rendimiento,0,1,1,job,none,,,0.3979,optimise production
stakeholder alignment,Stakeholder Alignment,0,1,1,job,none,,,0.5228,communicate with stakeholders
ai act knowledge,AI Act Knowledge,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,assess ICT knowledge,0.7839,
trustworthy ai,Trustworthy AI,0,1,1,job,none,,,0.3969,maintain trusts
"agile (scrum, kanban)","Agile (Scrum, Kanban)",0,1,1,job,none,,,0.5519,Agile development
comisiones altas,Comisiones altas,0,1,1,job,none,,,0.2193,lay stones
interes en inteligencia artificial,Interés en inteligencia artificial,0,1,1,job,none,,,0.6215,principles of artificial intelligence
conocimiento del sector sanitario,Conocimiento del sector sanitario,0,1,1,job,none,,,0.3601,sanitary technology
ventas b2b,Ventas B2B,0,1,1,job,none,,,0.2576,ventilation systems
oportunidad de crecimiento en ia,oportunidad de crecimiento en IA,0,1,1,job,none,,,0.3271,identify opportunities
comisiones atractivas,comisiones atractivas,0,1,1,job,none,,,0.187,lay stones
interes en ia,interés en IA,0,1,1,job,none,,,0.5257,inform on interest rates
"commitment to equity, diversity and inclusion","Commitment to equity, diversity and inclusion",0,1,1,job,none,,,0.4486,promote inclusion
access to specialized training and certifications,Access to specialized training and certifications,0,1,1,job,none,,,0.3718,monitor airworthiness certifications
continuous development and learning plan,Continuous development and learning plan,0,1,1,job,none,,,0.5205,operate continuous miner
"collaborative, creative and diverse work environment","Collaborative, creative and diverse work environment",0,1,1,job,none,,,0.4366,establish collaborative relations
innovative digital projects with direct impact,Innovative digital projects with direct impact,0,1,1,job,none,,,0.3994,innovation processes
autonomous work,Autonomous work,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/e97733e8-5bf1-4c21-93c4-8bebbdabc394,perform manual work autonomously,0.7192,
cross-platform development,Cross-platform Development,0,1,1,job,none,,,0.4008,construct working platform
mobile development,Mobile Development,0,1,1,job,none,,,0.5675,mobile device management
web development,Web Development,0,1,1,job,none,,,0.5692,advise on mine development
participacion en futuras rondas y escalado internacional,Participación en futuras rondas y escalado internacional,0,1,1,job,none,,,0.3721,organise participation in international events
20% de los ingresos premium (pago diferido),20% de los ingresos Premium (pago diferido),0,1,1,job,none,,,0.2501,prepare premises
20% equity como socio tecnologico principal,20% equity como socio tecnológico principal,0,1,1,job,none,,,0.3428,ecological principles
mentalidad startup,Mentalidad startup,0,1,1,job,none,,,0.2406,advise on mental health
vision de producto,Visión de producto,0,1,1,job,none,,,0.4031,Havok Vision
trabajo autonomo,Trabajo autónomo,0,1,1,job,none,,,0.5446,patient autonomy
desarrollo movil multiplataforma,desarrollo móvil multiplataforma,0,1,1,job,none,,,0.3716,perform for multiple takes
desarrollo web,desarrollo web,0,1,1,job,none,,,0.2891,web programming
24/7 employee assistance program,24/7 Employee Assistance Program,0,1,1,job,none,,,0.6811,assist employee health programmes
work from anywhere (up to 20 days per year),Work From Anywhere (up to 20 days per year),0,1,1,job,none,,,0.2229,create a work environment where performers can develop their potential
annual bonus (short-term incentive plan),Annual Bonus (Short-Term Incentive plan),0,1,1,job,none,,,0.2818,ensure annual safety inspections
base salary,Base Salary,0,1,1,job,none,,,0.3622,determine salaries
posibilidad de incorporacion tras practicas,Posibilidad de incorporación tras prácticas,0,1,1,job,none,,,0.3281,corporate social responsibility
mentoring directo del equipo fundador,Mentoring directo del equipo fundador,0,1,1,job,none,,,0.3554,follow directions of the artistic director
"formacion continua en project management, ventas y herramientas digitales","Formación continua en project management, ventas y herramientas digitales",0,1,1,job,none,,,0.4569,project management
ingles (b2-c1),Inglés (B2-C1),0,1,1,job,none,,,0.3212,consult to produce single malt beverages
sector inmobiliario,Sector inmobiliario,0,1,1,job,none,,,0.3099,mining sector policies
automatizacion,Automatización,0,1,1,job,none,,,0.6085,building automation
gestion,Gestión,0,1,1,job,none,,,0.3818,hand gestures
marketing,Marketing,0,1,1,job,contains,http://data.europa.eu/esco/skill/4e8ad2b8-d80c-4701-91aa-cd874142ef2d,network marketing,0.5,
emprendimiento,Emprendimiento,0,1,1,job,none,,,0.1643,types of condiments
google workspace,Google Workspace,0,1,1,job,none,,,0.642,use Google Search
ingles fluido (b2-c1),Inglés fluido (B2-C1),0,1,1,job,none,,,0.3636,fluid mechanics
participation in future funding rounds,Participation in future funding rounds,0,1,1,job,none,,,0.3705,enable audience participation
20% of premium revenue (deferred payment),20% of Premium revenue (deferred payment),0,1,1,job,none,,,0.414,manage revenue
20% equity,20% equity,0,1,1,job,none,,,0.3802,classical antiquity
startup mindset,Startup mindset,0,1,1,job,none,,,0.2612,start up chocolate moulding line
product vision,Product vision,0,1,1,job,none,,,0.4468,Havok Vision
product‐minded attitude,Product‑minded attitude,0,1,1,job,none,,,0.483,demonstrate professional attitude to clients
business orientation,Business orientation,0,1,1,job,none,,,0.5809,ensure client orientation
process improvement mindset,Process improvement mindset,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/958b8802-ec3e-4813-97f7-6c8f48610dbd,identify process improvements,0.7069,
shopify,Shopify,0,1,1,job,none,,,0.3019,process orders from online shop
shopify graphql,Shopify GraphQL,0,1,1,job,none,,,0.3407,graphite
message queues,Message queues,0,1,1,job,none,,,0.5416,update message displays
data orchestration,Data orchestration,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/5e682b6e-1957-4146-9c05-2e2590760757,orchestrate music,0.7265,
classification,Classification,0,1,1,job,contains,http://data.europa.eu/esco/skill/4262ddf4-4985-4d23-ba82-f82a226b2bde,medication classification,0.5,
forecasting,Forecasting,0,1,1,job,contains,http://data.europa.eu/esco/skill/4b2db903-cd8e-48ce-97fb-a92db4def54e,financial forecasting,0.5,
marketplace integration,Marketplace integration,0,1,1,job,none,,,0.5125,analyse marketplace competition in rental industry
e‐commerce integration,E‑commerce integration,0,1,1,job,none,,,0.5295,ICT system integration
erp integration,ERP integration,0,1,1,job,none,,,0.6053,ICT system integration
clean code,Clean code,0,1,1,job,none,,,0.4798,clean equipment
webhooks,WebHooks,0,1,1,job,none,,,0.4839,sell books
ayuda economica de 500€ netos mensuales,Ayuda económica de 500€ netos mensuales,0,1,1,job,none,,,0.5067,economics
horario de mananas,Horario de mañanas,0,1,1,job,none,,,0.3827,horary astrology
spanish (fluent),Spanish (fluent),0,1,1,job,none,,,0.6947,Spanish
business stakeholder management,Business stakeholder management,0,1,1,job,none,,,0.5264,communicate with stakeholders
publicacion de contenidos en hubs y blog,Publicación de contenidos en hubs y blog,0,1,1,job,none,,,0.3469,public law
"certificaciones cloud (aws, google cloud, azure)","Certificaciones cloud (AWS, Google Cloud, Azure)",0,1,1,job,none,,,0.4814,cloud technologies
mentor asignado,Mentor asignado,0,1,1,job,none,,,0.3921,mentor individuals
horas laborales para certificaciones,Horas laborales para certificaciones,0,1,1,job,none,,,0.3404,issue certificates for animal products
mentalidad curiosa,Mentalidad curiosa,0,1,1,job,none,,,0.3679,demonstrate curiosity
herramientas de visualizacion (bi),Herramientas de visualización (BI),0,1,1,job,none,,,0.333,prepare visual data
python (basico),Python (básico),0,1,1,job,none,,,0.506,Python (computer programming)
track formativo,Track formativo,0,1,1,job,none,,,0.4364,track shipments
horas dedicadas a certificaciones cloud,Horas dedicadas a certificaciones cloud,0,1,1,job,none,,,0.3621,cloud technologies
software applications knowledge,Software applications knowledge,0,1,1,job,none,,,0.6007,assess ICT knowledge
coworking en mataro,Coworking en Mataró,0,1,1,job,none,,,0.4257,secure working area
4 dias de teletrabajo,4 días de teletrabajo,0,1,1,job,none,,,0.2154,use a telecine
incentivos por proyectos,Incentivos por proyectos,0,1,1,job,none,,,0.3396,use motivational incentives in addiction counselling
salario 22.000‐27.000 € brutos anuales,Salario 22.000‑27.000 € brutos anuales,0,1,1,job,none,,,0.3528,determine salaries
career development plans,Career development plans,0,1,1,job,none,,,0.5031,advise on career
continuous innovation,Continuous Innovation,0,1,1,job,none,,,0.5841,operate continuous miner
cloud architecture,Cloud Architecture,0,1,1,job,none,,,0.6028,information architecture
local initiative,LOCAL Initiative,0,1,1,job,none,,,0.4193,initiate claim file
happyforce participation,Happyforce participation,0,1,1,job,none,,,0.5427,enable audience participation
access to oca campus,Access to OCA Campus,0,1,1,job,none,,,0.3742,enable access to services
"certification support (associate cloud engineer, ml engineer)","Certification support (Associate Cloud Engineer, ML Engineer)",0,1,1,job,none,,,0.4396,food engineering
training with google,Training with Google,0,1,1,job,none,,,0.6291,use Google Search
"flexible compensation (transport, meal, childcare, health insurance)","Flexible compensation (transport, meal, childcare, health insurance)",0,1,1,job,none,,,0.3282,perform services in a flexible manner
agile teamwork,Agile teamwork,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c,plan teamwork,0.705,
efk,EFK,0,1,1,job,none,,,0.1948,make an effort
diffusion,diffusion,0,1,1,job,none,,,0.4282,clinical perfusion
google cloud devops,Google Cloud DevOps,0,1,1,job,none,,,0.5803,DevOps
aws devops engineer,AWS DevOps Engineer,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps,0.7192,
remote work (100% teletrabajo),Remote work (100% teletrabajo),0,1,1,job,none,,,0.378,use remote control equipment
english (advanced/native),English (advanced/native),0,1,1,job,none,,,0.6656,English
programacion en go,programación en Go,0,1,1,job,none,,,0.3641,web programming
plataformas cloud/iot,plataformas cloud/IoT,0,1,1,job,none,,,0.3916,cloud technologies
arquitecturas seguras,arquitecturas seguras,0,1,1,job,none,,,0.3105,architectural design
ciberseguridad,ciberseguridad,0,1,1,job,none,,,0.1346,manage members
ia tools,IA tools,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/f632251a-4078-4546-b19f-7ef528d08325,use IT tools,0.7282,
pack de bienvenida,Pack de bienvenida,0,1,1,job,none,,,0.4041,pack goods
teambuilding,Teambuilding,0,1,1,job,contains,http://data.europa.eu/esco/skill/5650081a-877d-4d59-b7df-05c00572485a,encourage teambuilding,0.5,
coaching,Coaching,0,1,1,job,contains,http://data.europa.eu/esco/skill/a0380e94-61dc-4dc4-b1f8-61d768fbc6db,subject of coaching,0.3333,
eventos internos,Eventos internos,0,1,1,job,none,,,0.2932,plan events
oficina petfriendly,Oficina petfriendly,0,1,1,job,none,,,0.4889,be friendly to passengers
clases de ingles,Clases de inglés,0,1,1,job,none,,,0.2332,consult to produce single malt beverages
7 semanas 100% remoto,7 semanas 100% remoto,0,1,1,job,none,,,0.3881,semantics
1 dia de teletrabajo a la semana,1 día de teletrabajo a la semana,0,1,1,job,none,,,0.3366,semantics
fitness program with total pass,Fitness program with Total Pass,0,1,1,job,none,,,0.3974,work in fitness teams
english program,English program,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,English,0.7874,
international projects,International projects,0,1,1,job,contains,http://data.europa.eu/esco/skill/c565e722-0e14-4f57-99ff-267dd9ea2510,collaborate on international energy projects,0.4,
iac scanning,IaC scanning,0,1,1,job,none,,,0.6568,prepare documents for scanning
sca,SCA,0,1,1,job,none,,,0.2937,Scala
dast,DAST,0,1,1,job,none,,,0.2935,manage cadastre
sast,SAST,0,1,1,job,none,,,0.401,Sass
waf,WAF,0,1,1,job,none,,,0.322,clean wafers
api gateway,API Gateway,0,1,1,job,none,,,0.1711,supervise security at manned access gates
service mesh,service mesh,0,1,1,job,none,,,0.5055,types of wire mesh
ota,OTA,0,1,1,job,none,,,0.149,lead others
pki,PKI,0,1,1,job,none,,,0.4579,ski
doctorado (phd),doctorado (PhD),0,1,1,job,none,,,0.5087,supervise doctoral students
herramientas para ciclo de vida seguro de ia,herramientas para ciclo de vida seguro de IA,0,1,1,job,none,,,0.13,parallel park vehicles
ia aplicada a ciberseguridad,IA aplicada a ciberseguridad,0,1,1,job,none,,,0.2433,APL
trabajo en equipo multidisciplinar,trabajo en equipo multidisciplinar,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/eba85523-6ad2-4cd9-9b27-a0b6a39b8cfa,work in multidisciplinary health teams,0.7262,
nivel alto de ingles,nivel alto de inglés,0,1,1,job,none,,,0.2481,consult to produce single malt beverages
manejo de entornos ci/cd,manejo de entornos CI/CD,0,1,1,job,none,,,0.2258,manage inventory
programacion en java,programación en Java,0,1,1,job,none,,,0.5083,Java (computer programming)
contrato de autor,Contrato de autor,0,1,1,job,none,,,0.3083,contract law
"interes por digital, data e ia","Interés por Digital, Data e IA",0,1,1,job,none,,,0.4652,store digital data and systems
mentor assigned,mentor assigned,0,1,1,job,none,,,0.3507,mentor individuals
analytical skills,analytical skills,0,1,1,job,none,,,0.5912,work analytically
cloud certifications support,cloud certifications support,0,1,1,job,none,,,0.4478,compile airport certification manuals
visibilidad en eventos,Visibilidad en eventos,0,1,1,job,none,,,0.4017,enhance website visibility
reconocimiento internacional,Reconocimiento internacional,0,1,1,job,none,,,0.4214,international law
etica medica,Ética médica,0,1,1,job,none,,,0.2961,medical genetics
interes en ia aplicada a la salud,Interés en IA aplicada a la salud,0,1,1,job,none,,,0.3141,inform on interest rates
conocimiento clinico especializado,Conocimiento clínico especializado,0,1,1,job,none,,,0.2603,clinical science
equipamiento especializado en laboratorio de ciberseguridad,equipamiento especializado en laboratorio de ciberseguridad,0,1,1,job,none,,,0.4349,laboratory equipment
